name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Altergeist Kidolga,Link Monster,link,Spellcaster,,1000.0,,0.0,DARK,76239,5,3,2
Altergeist Kunquery,Effect Monster,effect,Spellcaster,,0.0,2400.0,5.0,EARTH,138554,8,2,6
Altergeist Malwisp,Tuner Monster,effect,Spellcaster,,1500.0,0.0,3.0,LIGHT,55751,0,0,0
Altergeist Manifestation,Trap Card,trap,Normal,,,,,,151242,4,0,4
Altergeist Marionetter,Effect Monster,effect,Spellcaster,,1600.0,1700.0,4.0,LIGHT,226074,4,1,3
Altergeist Meluseek,Effect Monster,effect,Spellcaster,,500.0,300.0,1.0,WATER,252000,10,2,8
Altergeist Memorygant,Link Monster,link,Spellcaster,,2800.0,,,DARK,72854,7,0,7
Altergeist Multifaker,Effect Monster,effect,Spellcaster,,1200.0,800.0,3.0,DARK,231154,16,3,13
Altergeist Peritrator,Effect Monster,effect,Spellcaster,,500.0,300.0,1.0,FIRE,27949,0,0,0
Altergeist Pixiel,Effect Monster,effect,Spellcaster,,100.0,100.0,1.0,WIND,33822,3,1,2
Altergeist Pookuery,Effect Monster,effect,Spellcaster,,300.0,100.0,1.0,DARK,98813,14,2,12
Altergeist Primebanshee,Link Monster,link,Spellcaster,,2100.0,,0.0,DARK,133052,5,1,4
Altergeist Protocol,Trap Card,trap,Continuous,,,,,,182087,4,0,4
Altergeist Revitalization,Trap Card,trap,Normal,,,,,,19538,0,0,0
Altergeist Silquitous,Effect Monster,effect,Spellcaster,,800.0,1500.0,2.0,WIND,174068,3,2,1
Altitude Knight,Effect Monster,effect,Warrior,,1400.0,1200.0,4.0,WIND,23041,1,1,0
Aluber the Jester of Despia,Effect Monster,effect,Fairy,,1800.0,0.0,4.0,DARK,1837381,10,1,9
Alviss of the Nordic Alfar,Effect Monster,effect,Spellcaster,,1500.0,1000.0,4.0,DARK,160729,8,0,8
Amabie,Effect Monster,effect,Fairy,,0.0,0.0,3.0,WATER,10469,9,1,8
Amano-Iwato,Spirit Monster,effect,Rock,,1900.0,1200.0,4.0,EARTH,279633,5,4,1
Amanokujaki,Tuner Monster,effect,Fiend,,1000.0,1000.0,3.0,LIGHT,26207,3,0,3
Amarylease,Effect Monster,effect,Plant,,100.0,200.0,1.0,EARTH,35969,3,0,3
Amaterasu,Spirit Monster,effect,Fairy,,3000.0,3000.0,9.0,LIGHT,63896,14,4,10
Amatsu-Okami of the Divine Peaks,Link Monster,link,Dragon,,3000.0,,,LIGHT,23807,7,3,4
Amaze Attraction Cyclo-Coaster,Trap Card,trap,Normal,,,,,,51592,6,1,5
Amaze Attraction Horror House,Trap Card,trap,Normal,,,,,,72747,6,0,6
Amaze Attraction Majestic Merry-Go-Round,Trap Card,trap,Normal,,,,,,20972,1,0,1
Amaze Attraction Rapid Racing,Trap Card,trap,Normal,,,,,,22267,0,0,0
Amaze Attraction Thrill Train,Trap Card,trap,Normal,,,,,,25632,0,0,0
Amaze Attraction Viking Vortex,Trap Card,trap,Normal,,,,,,28177,1,0,1
Amaze Attraction Wonder Wheel,Trap Card,trap,Normal,,,,,,19216,1,0,1
Amazement Abomination Arlekino,Effect Monster,effect,Psychic,,2600.0,2200.0,7.0,LIGHT,42092,0,0,0
Amazement Administrator Arlekino,Effect Monster,effect,Psychic,,2600.0,2200.0,7.0,DARK,110967,11,0,11
Amazement Ambassador Bufo,Effect Monster,effect,Beast,,1600.0,900.0,3.0,EARTH,32507,0,1,-1
Amazement Assistant Delia,Effect Monster,effect,Machine,,1800.0,1400.0,4.0,LIGHT,42558,2,0,2
Amazement Attendant Comica,Effect Monster,effect,Machine,,1400.0,1800.0,4.0,LIGHT,66722,5,1,4
Amazement Family Faces,Trap Card,trap,Normal,,,,,,35787,2,0,2
Amazement Precious Park,Spell Card,spell,Field,,,,,,29035,2,0,2
Amazement Special Show,Spell Card,spell,Quick-Play,,,,,,21844,0,0,0
Amazing Pendulum,Spell Card,spell,Normal,,,,,,52022,2,0,2
Amazing Time Ticket,Spell Card,spell,Quick-Play,,,,,,61850,3,0,3
Amazon of the Seas,Normal Monster,normal,Fish,,1300.0,1400.0,4.0,WATER,29827,10,1,9
Amazoness Archer,Effect Monster,effect,Warrior,,1400.0,1000.0,4.0,EARTH,222884,11,1,10
Amazoness Archers,Trap Card,trap,Normal,,,,,,106551,6,1,5
Amazoness Augusta,Fusion Monster,fusion,Warrior,,3200.0,2800.0,10.0,EARTH,63847,0,0,0
Amazoness Baby Tiger,Effect Monster,effect,Beast,,500.0,500.0,2.0,EARTH,126499,10,3,7
Amazoness Blowpiper,Effect Monster,effect,Warrior,,800.0,1500.0,3.0,EARTH,116877,5,2,3
Amazoness Chain Master,Effect Monster,effect,Warrior,,1500.0,1300.0,4.0,EARTH,112290,13,2,11
Amazoness Empress,Fusion Monster,fusion,Warrior,,2800.0,2400.0,8.0,EARTH,121740,17,5,12
Amazoness Fighter,Effect Monster,effect,Warrior,,1500.0,1300.0,4.0,EARTH,150505,7,1,6
Amazoness Fighting Spirit,Spell Card,spell,Continuous,,,,,,56135,3,0,3
Amazoness Golden Whip Master,Pendulum Effect Monster,effect_pendulum,Warrior,,2000.0,1200.0,5.0,EARTH,62759,0,1,-1
Amazoness Hall,Trap Card,trap,Continuous,,,,,,21395,0,0,0
Amazoness Heirloom,Spell Card,spell,Equip,,,,,,72100,6,0,6
Amazoness Hot Spring,Trap Card,trap,Continuous,,,,,,32184,0,0,0
Amazoness Onslaught,Trap Card,trap,Continuous,,,,,,96818,7,0,7
Amazoness Paladin,Effect Monster,effect,Warrior,,1700.0,300.0,4.0,EARTH,175193,10,0,10
Amazoness Pet Liger,Fusion Monster,fusion,Beast,,2500.0,2400.0,7.0,EARTH,86824,13,1,12
Amazoness Pet Liger King,Fusion Monster,fusion,Beast,,2900.0,2800.0,9.0,EARTH,56986,1,1,0
Amazoness Princess,Effect Monster,effect,Warrior,,1200.0,900.0,3.0,EARTH,131958,14,0,14
Amazoness Queen,Effect Monster,effect,Warrior,,2400.0,1800.0,6.0,EARTH,121598,8,0,8
Amazoness Sage,Effect Monster,effect,Warrior,,1400.0,700.0,4.0,EARTH,84520,6,0,6
Amazoness Scouts,Effect Monster,effect,Warrior,,500.0,1100.0,2.0,EARTH,63274,6,0,6
Amazoness Secret Arts,Spell Card,spell,Quick-Play,,,,,,48811,1,0,1
Amazoness Shamanism,Trap Card,trap,Normal,,,,,,24689,2,0,2
Amazoness Silver Sword Master,Pendulum Effect Monster,effect_pendulum,Warrior,,1200.0,2000.0,3.0,EARTH,49750,1,0,1
Amazoness Spellcaster,Spell Card,spell,Normal,,,,,,122291,3,0,3
Amazoness Spiritualist,Effect Monster,effect,Warrior,,800.0,1800.0,2.0,EARTH,62584,2,0,2
Amazoness Spy,Effect Monster,effect,Warrior,,800.0,1200.0,3.0,EARTH,102208,8,2,6
Amazoness Swords Woman,Effect Monster,effect,Warrior,,1500.0,1600.0,4.0,EARTH,217612,15,1,14
Amazoness Tiger,Effect Monster,effect,Beast,,1100.0,1500.0,4.0,EARTH,137311,9,0,9
Amazoness Trainee,Effect Monster,effect,Warrior,,1500.0,1300.0,4.0,EARTH,74542,3,0,3
Amazoness Village,Spell Card,spell,Field,,,,,,106735,8,0,8
Amazoness War Chief,Effect Monster,effect,Warrior,,1900.0,0.0,5.0,EARTH,97795,3,0,3
Amazoness Willpower,Trap Card,trap,Continuous,,,,,,45408,2,0,2
Ambitious Gofer,Effect Monster,effect,Fiend,,2400.0,100.0,6.0,DARK,31582,1,0,1
Ambulance Rescueroid,Fusion Monster,fusion,Machine,,2300.0,1800.0,6.0,FIRE,83509,5,6,-1
Ambulanceroid,Effect Monster,effect,Machine,,300.0,1200.0,3.0,EARTH,77132,1,0,1
Ambush Fangs,Trap Card,trap,Normal,,,,,,47873,2,0,2
Ame no Habakiri no Mitsurugi,Ritual Effect Monster,ritual,Reptile,Limited,2400.0,1800.0,8.0,DARK,878239,0,0,0
Ame no Murakumo no Mitsurugi,Ritual Effect Monster,ritual,Reptile,,3200.0,800.0,8.0,DARK,881342,0,0,0
Ameba,Effect Monster,effect,Aqua,,300.0,350.0,1.0,WATER,192238,3,0,3
Amores of Prophecy,Effect Monster,effect,Spellcaster,,600.0,2000.0,3.0,EARTH,36819,4,2,2
"Amorphactor Pain, the Imagination Dracoverlord",Ritual Effect Monster,ritual,Dragon,,2950.0,2500.0,8.0,EARTH,216727,24,4,20
Amorphage Envy,Pendulum Effect Monster,effect_pendulum,Dragon,,0.0,2050.0,4.0,EARTH,43750,2,0,2
Amorphage Gluttony,Pendulum Effect Monster,effect_pendulum,Dragon,,0.0,1850.0,2.0,EARTH,46476,3,0,3
Amorphage Goliath,Pendulum Effect Monster,effect_pendulum,Dragon,,2750.0,0.0,8.0,EARTH,425063,6,2,4
Amorphage Greed,Pendulum Effect Monster,effect_pendulum,Dragon,,0.0,1950.0,4.0,EARTH,45467,2,1,1
Amorphage Infection,Spell Card,spell,Continuous,,,,,,44459,3,0,3
Amorphage Lechery,Pendulum Effect Monster,effect_pendulum,Dragon,,1350.0,0.0,2.0,EARTH,106201,7,0,7
Amorphage Lysis,Trap Card,trap,Continuous,,,,,,29747,2,0,2
Amorphage Pride,Pendulum Effect Monster,effect_pendulum,Dragon,,1750.0,0.0,4.0,EARTH,45292,3,0,3
Amorphage Sloth,Pendulum Effect Monster,effect_pendulum,Dragon,,2250.0,0.0,6.0,EARTH,157952,4,0,4
Amorphage Wrath,Pendulum Effect Monster,effect_pendulum,Dragon,,1650.0,0.0,4.0,EARTH,45611,2,1,1
Amorphous Persona,Spell Card,spell,Field,,,,,,46521,7,1,6
Amphibian Beast,Normal Monster,normal,Fish,,2400.0,2000.0,6.0,WATER,198473,8,1,7
Amphibious Bugroth,Fusion Monster,fusion,Aqua,,1850.0,1300.0,5.0,WATER,26770,3,1,2
Amphibious Bugroth MK-11,Effect Monster,effect,Machine,,1850.0,1500.0,5.0,WATER,17448,1,0,1
Amphibious Bugroth MK-3,Effect Monster,effect,Machine,,1500.0,1300.0,4.0,WATER,125348,8,0,8
Amphibious Swarmship Amblowhale,Link Monster,link,Machine,,2600.0,,,FIRE,395096,1,3,-2
Amplifier,Spell Card,spell,Equip,,,,,,132867,7,2,5
Amulet Dragon,Fusion Monster,fusion,Dragon,,2900.0,2500.0,8.0,DARK,522782,29,8,21
Amulet of Ambition,Spell Card,spell,Equip,,,,,,64126,5,0,5
"Amunessia, the Ogdoadic Queen",Effect Monster,effect,Reptile,,2700.0,2100.0,8.0,DARK,86364,3,0,3
An Owl of Luck,Flip Effect Monster,effect,Winged Beast,,300.0,500.0,2.0,WIND,98128,5,0,5
An Unfortunate Report,Trap Card,trap,Normal,,,,,,31873,0,5,-5
Anarchist Monk of the Six Samurai,Tuner Monster,effect,Warrior,,500.0,0.0,3.0,DARK,119514,0,0,0
Anarchist Monk Ranshin,Effect Monster,effect,Spellcaster,,1800.0,100.0,4.0,EARTH,25847,4,1,3
Anchamoufrite,Pendulum Effect Monster,effect_pendulum,Spellcaster,,1800.0,0.0,5.0,LIGHT,277198,5,1,4
Anchorbolt Hedgehog,Effect Monster,effect,Machine,,800.0,800.0,2.0,EARTH,31122,0,0,0
Ancient Brain,Normal Monster,normal,Fiend,,1000.0,700.0,3.0,DARK,125388,2,2,0
Ancient Chant,Spell Card,spell,Normal,,,,,,345124,19,0,19
Ancient City - Rainbow Ruins,Spell Card,spell,Field,,,,,,206252,9,0,9
Ancient Crimson Ape,Effect Monster,effect,Beast,,2600.0,1800.0,7.0,LIGHT,37043,1,0,1
Ancient Dragon,Effect Monster,effect,Dragon,,1400.0,1300.0,4.0,LIGHT,67564,8,1,7
Ancient Elf,Normal Monster,normal,Spellcaster,,1450.0,1200.0,4.0,LIGHT,169033,9,2,7
Ancient Fairy Dragon,Synchro Monster,synchro,Dragon,,2100.0,3000.0,7.0,LIGHT,596150,27,4,23
Ancient Fairy Life Dragon,Synchro Monster,synchro,Dragon,,2500.0,3300.0,8.0,LIGHT,223241,0,0,0
Ancient Flamvell Deity,Synchro Monster,synchro,Pyro,,2500.0,200.0,7.0,FIRE,40897,7,2,5
Ancient Forest,Spell Card,spell,Field,,,,,,88117,1,1,0
Ancient Fusion,Skill Card,skill,Dr. Vellian C,,,,,,5446,0,0,0
Ancient Gear,Effect Monster,effect,Machine,,100.0,800.0,2.0,EARTH,119255,8,1,7
Ancient Gear Advance,Spell Card,spell,Continuous,,,,,,118029,0,0,0
Ancient Gear Ballista,Link Monster,link,Machine,,1500.0,,,EARTH,311674,13,0,13
Ancient Gear Beast,Effect Monster,effect,Machine,,2000.0,2000.0,6.0,EARTH,190462,4,0,4
Ancient Gear Box,Effect Monster,effect,Machine,,500.0,2000.0,4.0,EARTH,391400,8,3,5
Ancient Gear Cannon,Effect Monster,effect,Machine,,500.0,500.0,2.0,EARTH,90652,3,0,3
Ancient Gear Castle,Spell Card,spell,Continuous,,,,,,127358,3,0,3
Ancient Gear Catapult,Spell Card,spell,Normal,,,,,,312951,7,0,7
Ancient Gear Commander,Effect Monster,effect,Machine,,500.0,2000.0,4.0,EARTH,107987,0,0,0
Ancient Gear Dark Golem,Effect Monster,effect,Machine,,3000.0,3000.0,8.0,EARTH,146620,0,0,0
Ancient Gear Dragon,Effect Monster,effect,Machine,,500.0,2500.0,5.0,EARTH,47167,0,0,0
Ancient Gear Drill,Spell Card,spell,Normal,,,,,,99086,5,0,5
Ancient Gear Duel,Trap Card,trap,Continuous,,,,,,69418,0,0,0
Ancient Gear Engineer,Effect Monster,effect,Machine,,1500.0,1500.0,5.0,EARTH,74099,3,3,0
Ancient Gear Explosive,Spell Card,spell,Normal,,,,,,43897,3,0,3
Ancient Gear Factory,Spell Card,spell,Normal,,,,,,93389,7,1,6
Ancient Gear Fist,Spell Card,spell,Equip,,,,,,47685,3,1,2
Ancient Gear Fortress,Spell Card,spell,Continuous,,,,,,305658,8,0,8
Ancient Gear Frame,Effect Monster,effect,Machine,,1600.0,500.0,4.0,EARTH,283039,7,3,4
Ancient Gear Fusion,Spell Card,spell,Normal,,,,,,305733,22,7,15
Ancient Gear Gadget,Effect Monster,effect,Machine,,500.0,2000.0,4.0,EARTH,161560,2,1,1
Ancient Gear Gadjiltron Chimera,Effect Monster,effect,Machine,,2300.0,1300.0,6.0,EARTH,57230,8,2,6
Ancient Gear Gadjiltron Dragon,Effect Monster,effect,Machine,,3000.0,2000.0,8.0,EARTH,143929,28,0,28
Ancient Gear Golem,Effect Monster,effect,Machine,,3000.0,3000.0,8.0,EARTH,423492,19,4,15
Ancient Gear Golem - Ultimate Pound,Effect Monster,effect,Machine,,3000.0,3000.0,8.0,EARTH,213135,8,3,5
Ancient Gear Howitzer,Fusion Monster,fusion,Machine,,1000.0,1800.0,8.0,EARTH,288193,24,1,23
Ancient Gear Hunting Hound,Effect Monster,effect,Machine,,1000.0,1000.0,3.0,EARTH,264859,9,1,8
Ancient Gear Hydra,Effect Monster,effect,Machine,,2700.0,1700.0,7.0,EARTH,54942,3,0,3
Ancient Gear Knight,Gemini Monster,effect,Machine,,1800.0,500.0,4.0,EARTH,200546,3,1,2
Ancient Gear Megaton Golem,Fusion Monster,fusion,Machine,,3300.0,3300.0,9.0,EARTH,264447,22,4,18
Ancient Gear Reactor Dragon,Effect Monster,effect,Machine,,3000.0,3000.0,9.0,EARTH,256965,14,3,11
Ancient Gear Reborn,Trap Card,trap,Continuous,,,,,,126952,2,0,2
Ancient Gear Soldier,Effect Monster,effect,Machine,,1300.0,1300.0,4.0,EARTH,159933,3,0,3
Ancient Gear Statue,Effect Monster,effect,Machine,,500.0,800.0,2.0,EARTH,92861,0,0,0
Ancient Gear Tank,Spell Card,spell,Equip,,,,,,50484,1,0,1
Ancient Gear Tanker,Effect Monster,effect,Machine,,1300.0,1300.0,4.0,EARTH,113697,0,0,0
Ancient Gear Token,Token,token,Machine,,,,,,8430,4,0,4
Ancient Gear Workshop,Spell Card,spell,Normal,,,,,,93782,2,1,1
Ancient Gear Wyvern,Effect Monster,effect,Machine,,1700.0,1200.0,4.0,EARTH,388808,12,4,8
Ancient Lamp,Effect Monster,effect,Spellcaster,,900.0,1400.0,3.0,WIND,124918,6,2,4
Ancient Leaf,Spell Card,spell,Normal,,,,,,74851,3,1,2
Ancient Lizard Warrior,Normal Monster,normal,Reptile,,1400.0,1100.0,4.0,EARTH,103843,2,2,0
Ancient One of the Deep Forest,Normal Monster,normal,Beast,,1800.0,1900.0,6.0,EARTH,116668,4,1,3
Ancient Pixie Dragon,Synchro Monster,synchro,Dragon,,2100.0,3000.0,7.0,DARK,126015,6,0,6
Ancient Ruler Rises,Skill Card,skill,Abidos the Th,,,,,,5552,0,0,0
Ancient Rules,Spell Card,spell,Normal,,,,,,291770,11,5,6
Ancient Sacred Wyvern,Synchro Monster,synchro,Fairy,,2100.0,2000.0,7.0,LIGHT,308129,8,1,7
Ancient Telescope,Spell Card,spell,Normal,,,,,,24675,4,1,3
Ancient Tool,Normal Monster,normal,Machine,,1700.0,1400.0,5.0,DARK,35573,5,2,3
Ancient Warriors - Ambitious Cao De,Effect Monster,effect,Beast-Warrior,,3000.0,2500.0,8.0,FIRE,67347,7,1,6
Ancient Warriors - Deceptive Jia Wen,Effect Monster,effect,Beast-Warrior,,1100.0,1800.0,4.0,FIRE,26626,0,1,-1
Ancient Warriors - Eccentric Lu Jing,Effect Monster,effect,Beast-Warrior,,700.0,2000.0,4.0,WATER,37313,1,1,0
Ancient Warriors - Fearsome Zhang Yuan,Effect Monster,effect,Beast-Warrior,,2300.0,2000.0,6.0,FIRE,75449,5,0,5
Ancient Warriors - Graceful Zhou Gong,Effect Monster,effect,Beast-Warrior,,1600.0,1600.0,4.0,WATER,62999,2,2,0
Ancient Warriors - Ingenious Zhuge Kong,Effect Monster,effect,Beast-Warrior,,1000.0,2000.0,4.0,WIND,81205,6,0,6
Ancient Warriors - Loyal Guan Yun,Effect Monster,effect,Beast-Warrior,,2500.0,1800.0,7.0,WIND,135422,6,1,5
Ancient Warriors - Masterful Sun Mou,Effect Monster,effect,Beast-Warrior,,1800.0,1500.0,4.0,WATER,117008,6,0,6
Ancient Warriors - Rebellious Lu Feng,Effect Monster,effect,Beast-Warrior,,2800.0,2200.0,8.0,DARK,85824,5,1,4
Ancient Warriors - Savage Don Ying,Effect Monster,effect,Beast-Warrior,,2200.0,1800.0,6.0,DARK,46377,0,0,0
Ancient Warriors - Valiant Zhang De,Effect Monster,effect,Beast-Warrior,,2700.0,900.0,7.0,WIND,76730,4,0,4
Ancient Warriors - Virtuous Liu Xuan,Effect Monster,effect,Beast-Warrior,,1400.0,1200.0,4.0,WIND,102822,3,2,1
Ancient Warriors Oath - Double Dragon Lords,Link Monster,link,Beast-Warrior,,1100.0,,,WIND,382589,9,0,9
Ancient Warriors Saga - Borrowing of Arrows,Spell Card,spell,Continuous,,,,,,54281,2,1,1
Ancient Warriors Saga - Chivalrous Path,Trap Card,trap,Continuous,,,,,,21427,1,1,0
Ancient Warriors Saga - Deception and Betrayal,Spell Card,spell,Continuous,,,,,,37139,0,0,0
Ancient Warriors Saga - Defense of Changban,Trap Card,trap,Continuous,,,,,,43914,2,0,2
Ancient Warriors Saga - East-by-South Winds,Spell Card,spell,Continuous,,,,,,55087,5,0,5
Ancient Warriors Saga - Sun-Liu Alliance,Spell Card,spell,Continuous,,,,,,37926,2,1,1
Ancient Warriors Saga - Three Visits,Spell Card,spell,Continuous,,,,,,89238,4,1,3
And the Band Played On,Trap Card,trap,Continuous,,,,,,44432,2,0,2
Andro Sphinx,Effect Monster,effect,Beast,,3000.0,2500.0,10.0,LIGHT,60532,8,2,6
Anesthrokket Dragon,Effect Monster,effect,Dragon,,0.0,2200.0,1.0,DARK,148815,7,4,3
Angel O7,Effect Monster,effect,Fairy,,2500.0,1500.0,7.0,LIGHT,45337,6,1,5
Angel of Blue Tears,Spell Card,spell,Normal,,,,,,100614,5,0,5
Angel of Zera,Synchro Monster,synchro,Fairy,,2800.0,2300.0,8.0,LIGHT,92064,6,3,3
Angel Statue - Azurune,Trap Card,trap,Continuous,,,,,,334932,9,0,9
Angel Trumpeter,Normal Tuner Monster,normal,Plant,,1900.0,1600.0,4.0,EARTH,143231,6,0,6
Angelechy Bastion,Synchro Monster,synchro,Fairy,,3000.0,2500.0,8.0,LIGHT,92970,0,0,0
Angelechy Destrier,Synchro Monster,synchro,Fairy,,2500.0,2000.0,7.0,LIGHT,109613,0,0,0
Angelechy Disturbance,Trap Card,trap,Normal,,,,,,65847,0,0,0
Angelechy Enlisted,Synchro Tuner Monster,synchro,Fairy,,1500.0,1500.0,2.0,LIGHT,96819,0,0,0
Angelechy Opening to e4,Trap Card,trap,Normal,,,,,,100810,0,0,0
Angelechy Problem,Spell Card,spell,Field,,,,,,82342,0,0,0
Angelechy Shatranga,Synchro Monster,synchro,Fairy,,3000.0,0.0,10.0,LIGHT,100276,0,0,0
"Angelica, Princess of Noble Arms",Synchro Monster,synchro,Warrior,,1200.0,2400.0,5.0,FIRE,96465,0,0,0
Angelica's Angelic Ring,Spell Card,spell,Equip,,,,,,102500,0,0,0
Angello Vaalmonica,Pendulum Effect Monster,effect_pendulum,Fairy,,1200.0,2100.0,4.0,DARK,136186,0,0,0
Angmarl the Fiendish Monarch,Effect Monster,effect,Fiend,,2400.0,1000.0,6.0,DARK,58536,6,3,3
Angraecum Umbrella,Tuner Monster,effect,Spellcaster,,500.0,1500.0,3.0,WATER,60377,3,0,3
Angry Burger,Ritual Effect Monster,ritual,Warrior,,2800.0,1850.0,6.0,DARK,63520,0,0,0
Annihilate Retroglight,Trap Card,trap,Counter,,,,,,18358,0,0,0
Annihilator Archfiend,Effect Monster,effect,Fiend,,2000.0,3000.0,9.0,DARK,45548,1,0,1
Anotherverse Dragon,Normal Monster,normal,Dragon,,2500.0,2000.0,8.0,LIGHT,25495,0,0,0
Anotherverse Gluttonia,Normal Monster,normal,Fiend,,2500.0,2000.0,8.0,DARK,18379,0,0,0
Anotherverse Solaria,Normal Monster,normal,Pyro,,2500.0,2000.0,8.0,FIRE,41495,0,0,0
Anotherverse Stratios,Normal Monster,normal,Warrior,,2500.0,2000.0,8.0,EARTH,13369,0,0,0
Ansatsu,Normal Monster,normal,Warrior,,1700.0,1200.0,5.0,EARTH,37919,9,0,9
Ante,Spell Card,spell,Normal,,,,,,126497,8,0,8
Anteatereatingant,Effect Monster,effect,Insect,,2000.0,500.0,5.0,EARTH,94097,4,0,4
Anthrosaurus,Normal Monster,normal,Dinosaur,,1000.0,850.0,3.0,EARTH,51885,6,0,6
Anti Raigeki,Trap Card,trap,Normal,,,,,,54076,6,1,5
Anti-Aircraft Flower,Effect Monster,effect,Plant,,0.0,1600.0,3.0,EARTH,71016,2,0,2
Anti-Fusion Device,Trap Card,trap,Normal,,,,,,46196,6,5,1
Anti-GMX Final Experiment,Trap Card,trap,Continuous,,,,,,16905,0,0,0
Anti-Magic Arrows,Spell Card,spell,Quick-Play,,,,,,273119,20,7,13
Anti-Magic Prism,Trap Card,trap,Normal,,,,,,32059,9,0,9
Anti-Spell,Trap Card,trap,Counter,,,,,,125615,5,0,5
Anti-Spell Fragrance,Trap Card,trap,Continuous,Limited,,,,,1232316,40,92,-52
Antialian,Effect Monster,effect,Cyberse,,1900.0,600.0,4.0,EARTH,25584,9,1,8
Antidote Nurse,XYZ Monster,xyz,Machine,,1800.0,1200.0,3.0,LIGHT,17259,0,0,0
Antihuman Intelligence ME-PSY-YA,Pendulum Effect Monster,effect_pendulum,Cyberse,,2500.0,3000.0,8.0,LIGHT,49146,2,1,1
Anubis the Last Judge,Effect Monster,effect,Fiend,,3000.0,0.0,10.0,EARTH,235897,0,0,0
Ape Fighter,Effect Monster,effect,Beast,,1900.0,1200.0,4.0,DARK,49464,5,0,5
Ape Magician,Effect Monster,effect,Beast,,800.0,1200.0,3.0,DARK,30984,1,0,1
Apex Predation,Trap Card,trap,Normal,,,,,,19890,0,0,0
Apocatequil,Effect Monster,effect,Thunder,,1800.0,1200.0,4.0,LIGHT,51198,3,0,3
Apocavities,Spell Card,spell,Continuous,,,,,,10225,0,0,0
"Apollousa, Bow of the Goddess",Link Monster,link,Fairy,Forbidden,-1.0,,,WIND,3172294,62,7,55
Apophis the Serpent,Trap Card,trap,Continuous,,,,,,234551,0,0,0
Apophis the Swamp Deity,Trap Card,trap,Continuous,,,,,,398234,5,0,5
Apoqliphort Skybase,Effect Monster,effect,Machine,,2900.0,2500.0,9.0,EARTH,41215,3,1,2
Apoqliphort Towers,Effect Monster,effect,Machine,,3000.0,2600.0,10.0,EARTH,94170,11,2,9
Apparition,Trap Card,trap,Normal,,,,,,32015,4,2,2
Apple Magician Girl,Effect Monster,effect,Spellcaster,,1200.0,800.0,3.0,FIRE,235282,12,4,8
Apple of Enlightenment,Trap Card,trap,Normal,,,,,,40091,3,0,3
Appliancer Breakerbuncle,Effect Monster,effect,Machine,,0.0,0.0,1.0,WATER,45742,1,0,1
Appliancer Celtopus,Link Monster,link,Machine,,0.0,,,DARK,43216,3,2,1
Appliancer Conversion,Spell Card,spell,Quick-Play,,,,,,16068,0,0,0
Appliancer Copybokkle,Effect Monster,effect,Machine,,0.0,0.0,1.0,DARK,56881,4,0,4
Appliancer Dryer Drake,Link Monster,link,Machine,,0.0,,,FIRE,32657,0,0,0
Appliancer Electrilyrical World,Spell Card,spell,Field,,,,,,49746,0,2,-2
Appliancer Kappa Scale,Link Monster,link,Machine,,0.0,,,WATER,30790,0,0,0
Appliancer Laundry Dragon,Link Monster,link,Machine,,1500.0,,,WATER,47497,3,0,3
Appliancer Propelion,Link Monster,link,Machine,,1200.0,,,WIND,23795,0,1,-1
Appliancer Reuse,Spell Card,spell,Normal,,,,,,40735,1,0,1
Appliancer Socketroll,Effect Monster,effect,Machine,,100.0,100.0,1.0,DARK,55045,0,0,0
Appliancer Test,Spell Card,spell,Normal,,,,,,28845,0,0,0
Appliancer Vacculephant,Link Monster,link,Machine,,1000.0,,,DARK,36257,1,1,0
Appointer of the Red Lotus,Trap Card,trap,Normal,Forbidden,,,,,217901,7,2,5
Apprentice Illusion Magician,Effect Monster,effect,Spellcaster,,2000.0,1700.0,6.0,DARK,1731442,82,13,69
Apprentice Magician,Effect Monster,effect,Spellcaster,,400.0,800.0,2.0,DARK,420832,4,2,2
Apprentice Piper,Flip Effect Monster,effect,Spellcaster,,100.0,1500.0,2.0,DARK,84187,5,1,4
Appropriate,Trap Card,trap,Continuous,,,,,,291092,5,2,3
Aqua Armor Ninja,Effect Monster,effect,Warrior,,800.0,1600.0,4.0,WATER,48954,1,0,1
Aqua Chorus,Trap Card,trap,Continuous,,,,,,32239,3,0,3
Aqua Chorus Round,Spell Card,spell,Normal,,,,,,9836,0,0,0
Aqua Dragon,Fusion Monster,fusion,Sea Serpent,,2250.0,1900.0,6.0,WATER,35250,9,2,7
Aqua Jet,Spell Card,spell,Normal,,,,,,68808,4,0,4
Aqua Jet Surface,Spell Card,spell,Normal,,,,,,50012,0,0,0
Aqua Madoor,Normal Monster,normal,Spellcaster,,1200.0,2000.0,4.0,WATER,442561,12,3,9
Aqua Spirit,Effect Monster,effect,Aqua,,1600.0,1200.0,4.0,WATER,324664,10,2,8
Aqua Story - Urashima,Trap Card,trap,Normal,,,,,,20573,0,0,0
Aquaactress Arowana,Effect Monster,effect,Aqua,,2000.0,2000.0,6.0,WATER,29289,1,1,0
Aquaactress Guppy,Effect Monster,effect,Aqua,,600.0,600.0,2.0,WATER,29194,0,2,-2
Aquaactress Tetra,Effect Monster,effect,Aqua,,300.0,300.0,1.0,WATER,33556,0,0,0
Aquamirror Cycle,Trap Card,trap,Normal,,,,,,42034,4,0,4
